CUST_TYPE,C_FIRST_NM,C_MDL_NM,C_LAST_NM,C_GENDER,C_BIRTHDT,C_AGE,C_MARITAL,C_INCOME,C_SRC_CHNL,C_PREF_CHNL,C_CUST_STATUS,C_CUST_LFCYCL,C_EMP_STATUS,C_CRD_RTNG,C_ORG,C_OWN,C_ANN_REV,C_CITY,C_POSTAL,C_STATE,C_COUNTRY,CUST_CODE,C_INCOMEGRP
Corporate,Sarada,Subramanian,Sastr,Female,12-Nov-69,36,Single,428196.9575,Direct Mailer,Web,Active,Mature,Employed,6,Fore C Software Limited,,1202325.585,Mysore,110009,Karnataka,India,5510,"4,00,000PA to 5,00,000PA"
NRI,P,,Rajeswari,Male,09-Dec-67,38,Single,452460.2528,Direct Mailer,Web,Inactive,Acquired,Employed,9,Acknit Knitting Limited,,1175223.271,Bangalore,110007,Karnataka,India,5511,"4,00,000PA to 5,00,000PA"
Corporate,Suman,Kiran,Korgaonkar,Male,21-Apr-80,25,Married,301916.5226,Direct Mailer,Web,Active,Attrition,Unemployed,1,Navneet Publications (India) Limited,,1416450.058,Pune,200009,Maharashtra,India,5512,"3,00,000PA to 4,00,000PA"
Individual,Yogesh,Mohandas,Jagasia,Male,13-Dec-80,25,Single,333579.2805,Direct Mailer,Web,Active,Mature,Employed,5,A D F Foods Limited,,1357801.86,Ahmedabad,215008,Gujarat,India,5513,"3,00,000PA to 4,00,000PA"
NRI,Narayanan,,Venkateswaran,Male,10-Oct-80,25,Single,197094.005,SMS,Telephone,Inactive,Acquired,Employed,1,Nagarjuna Construction Company,,1192188.414,Surat,210012,Gujarat,India,5514,"1,00,000PA to 2,00,000PA"
Individual,Narayanan,Ramachandran,I,Female,21-May-67,38,Single,396396.2407,Direct Mailer,Web,Active,Mature,Employed,6,Shree Rubber Industries Limited,,1222206.799,Surat,210030,Gujarat,India,5515,"3,00,000PA to 4,00,000PA"
Corporate,Gaurav,,Tatiya,Male,11-Dec-73,32,Married,364174.7334,Direct Mailer,Web,Dormant,Prospect,Unemployed,9,Kopran Limited,,1428931.621,Pune,200098,Maharashtra,India,5516,"3,00,000PA to 4,00,000PA"
NRI,Margaret,Fatima,Carvalho,Male,24-Apr-76,29,Single,151325.1391,Direct Mailer,Web,Inactive,Acquired,Self Employed,4,Prism Mercantile Company Limited,Public,1078796.191,Mysore,130010,Karnataka,India,5517,"1,00,000PA to 2,00,000PA"
Corporate,Krishnamurthi,,Ganapathy,Male,03-Sep-79,26,Single,257651.8104,Direct Mailer,Web,Active,Mature,Employed,4,Praveen Properties Limited,,1379386.308,Ahmedabad,215001,Gujarat,India,5518,"2,00,000PA to 3,00,000PA"
Individual,Satish,,Pasrija,Male,27-Sep-69,36,Single,225910.3159,Direct Mailer,Web,Active,Mature,Employed,9,Orchid Chemicals & Pharmaceuticals Limited,,1242872.976,Ahmedabad,215008,Gujarat,India,5519,"2,00,000PA to 3,00,000PA"
NRI,Manju,,Jalan,Female,09-Mar-72,33,Married,255299.6841,Email,SMS,Inactive,Attrition,Unemployed,9,·Bihar Caustic and Chemicals,,1196930.423,Mumbai,400007,Maharashtra,India,5520,"2,00,000PA to 3,00,000PA"
Individual,Pushpa,,Tulsiani,Male,12-Jun-78,27,Single,423458.3504,Direct Mailer,Web,Active,Mature,Employed,6,Nuway Organic Naturals (India) Limited.,,1011210.01,Ahmedabad,215008,Gujarat,India,5521,"4,00,000PA to 5,00,000PA"
Corporate,Madhuri,Rajgopal,Dhoot,Male,08-Apr-74,31,Single,322990.1564,Direct Mailer,Web,Active,Mature,Employed,6,Apple Credit Corporation Limited,,1318571.961,Bangalore,110007,Karnataka,India,5522,"3,00,000PA to 4,00,000PA"
NRI,Harish,,Vishwanathan,Male,22-Oct-67,38,Single,360247.077,Direct Mailer,Web,Dormant,Prospect,Employed,4,Refnol Resins & Chemicals Limited,,1432017.834,Mangalore,130009,Karnataka,India,5523,"3,00,000PA to 4,00,000PA"
Corporate,Kamal,Ashok,Shah,Male,11-Feb-66,39,Married,129080.4083,Direct Mailer,Web,Active,Mature,Unemployed,7,N I I T Limited,,1372641.986,Baroda,213013,Gujarat,India,5524,"1,00,000PA to 2,00,000PA"
Individual,Padmavati,,Gupta,Female,15-Aug-78,27,Single,118572.6697,Direct Mailer,Web,Active,Mature,Employed,5,Ras Extrusions Limited,,1390810.219,Mumbai,400052,Maharashtra,India,5525,"1,00,000PA to 2,00,000PA"
NRI,Asha,Jyotindra,Shah,Male,20-Dec-72,33,Single,129903.8248,SMS,Telephone,Inactive,Acquired,Self Employed,1,Surat Electricity Company Limited,Private,1362382.468,Mumbai,400001,Maharashtra,India,5526,"1,00,000PA to 2,00,000PA"
Individual,Jayant,H,Shah,Male,15-Sep-71,34,Single,147777.2001,Direct Mailer,Web,Active,Mature,Employed,8,Mohan Fibre Products Limited,,1341293.002,Ahmedabad,215008,Gujarat,India,5527,"1,00,000PA to 2,00,000PA"
Corporate,Chetana,Dnyanesh,Nerurka,Male,08-Aug-75,30,Married,395447.5963,Direct Mailer,Web,Active,Attrition,Unemployed,5,·Cubical Financial Services,,1378796.08,Mangalore,130040,Karnataka,India,5528,"3,00,000PA to 4,00,000PA"
NRI,Deepali,Sachin,Nerurkar,Male,26-Aug-77,28,Single,112873.3156,Direct Mailer,Web,Inactive,Acquired,Employed,1,A D F Foods Limited,,1485011.23,Baroda,213050,Gujarat,India,5529,"1,00,000PA to 2,00,000PA"
Corporate,Mukund,Madhukar,Karkare,Female,26-Dec-67,38,Single,171942.6349,Direct Mailer,Web,Dormant,Prospect,Employed,4,Simran Farms Limited,,1160093.764,Pune,200098,Maharashtra,India,5530,"1,00,000PA to 2,00,000PA"
Individual,Vikram,Arunkumar,Shivalk,Male,17-Feb-69,36,Single,421005.4779,Direct Mailer,Web,Active,Mature,Employed,8,·Belwal Spinning Mills Ltd,,1051037.998,Ahmedabad,215008,Gujarat,India,5531,"4,00,000PA to 5,00,000PA"
NRI,Rohit,Deepak,Desai,Male,27-May-67,38,Married,120587.1293,SMS,Telephone,Inactive,Acquired,Unemployed,9,Intensive Air Systems Limited,,1066516.085,Bangalore,110001,Karnataka,India,5532,"1,00,000PA to 2,00,000PA"
Individual,Stella,,Colaco,Male,15-Jul-71,34,Single,158235.4583,Direct Mailer,Web,Active,Mature,Employed,7,O R G Informatics Limited,,1395243.777,Bangalore,110007,Karnataka,India,5533,"1,00,000PA to 2,00,000PA"
Corporate,Sarvnipun,,Shukla,Male,21-Nov-67,38,Single,157387.2593,Direct Mailer,Web,Active,Mature,Employed,9,Monnet International Limited,,1476627.949,Ahmedabad,215001,Gujarat,India,5534,"1,00,000PA to 2,00,000PA"
NRI,Shantidevi,,Agarwal,Female,04-Feb-70,35,Single,420216.798,Direct Mailer,Web,Inactive,Acquired,Self Employed,2,Aban Loyd Chiles Offshore Limited,Public,1079685.354,Pune,200097,Maharashtra,India,5535,"4,00,000PA to 5,00,000PA"
Corporate,Prashant,Balkrishna,Veng,Male,14-Jul-78,27,Married,433226.0743,Direct Mailer,Web,Active,Attrition,Unemployed,5,·Bhagyodaya Marketing Company Ltd,,1284929.673,Mumbai,400007,Maharashtra,India,5536,"4,00,000PA to 5,00,000PA"
Individual,Sevantilal,K,Shah,Male,23-Apr-68,37,Single,218559.8836,Direct Mailer,Web,Dormant,Prospect,Employed,8,·Binaca Synthetics Resins,,1210042.211,Mangalore,130009,Karnataka,India,5537,"2,00,000PA to 3,00,000PA"
NRI,Hitesh,,Maheshwari,Male,31-May-77,28,Single,446157.9073,SMS,Telephone,Inactive,Acquired,Employed,1,Rama Paper Mills Limited,,1278684.143,Pune,200009,Maharashtra,India,5538,"4,00,000PA to 5,00,000PA"
Individual,Sarah,Susanne,Suchitha,Male,08-Jul-79,26,Single,448831.7234,Direct Mailer,Web,Active,Mature,Employed,3,·Citi Port Financial Services,,1076856.614,Ahmedabad,215008,Gujarat,India,5539,"4,00,000PA to 5,00,000PA"
Corporate,Gaurishankar,Deoraj,Shar,Female,28-Aug-72,33,Married,359633.4256,Direct Mailer,Web,Active,Mature,Unemployed,8,G T L Limited,,1106033.608,Mysore,110009,Karnataka,India,5540,"3,00,000PA to 4,00,000PA"
NRI,Yeshwant,Keshav,Pendhark,Male,20-Sep-76,29,Single,470808.4321,Direct Mailer,Web,Inactive,Acquired,Employed,8,Shimoga Technologies Limited,,1076479.613,Baroda,213050,Gujarat,India,5541,"4,00,000PA to 5,00,000PA"
Corporate,Jyotsana,Mahesh,Doshi,Male,03-Sep-80,25,Single,200519.8516,Direct Mailer,Web,Active,Mature,Employed,2,Mardia Extrusions Limited,,1354986.955,Mumbai,400052,Maharashtra,India,5542,"2,00,000PA to 3,00,000PA"
Individual,Lakshmi,,Mohan,Male,01-Apr-67,38,Single,300463.7214,Direct Mailer,Web,Active,Mature,Employed,1,·Bridge Securities,,1129887.189,Ahmedabad,215008,Gujarat,India,5543,"3,00,000PA to 4,00,000PA"
NRI,Mayuri,Madhav,Kadam,Male,23-May-68,37,Married,152748.7094,SMS,Telephone,Dormant,Attrition,Self Employed,6,Supreme Oriented Films Limited,Private,1447308.642,Mumbai,400001,Maharashtra,India,5544,"1,00,000PA to 2,00,000PA"
Individual,Pinank,Bhupendra,Shah,Female,18-Apr-77,28,Single,220079.4545,Direct Mailer,Web,Active,Mature,Employed,6,Sunstar Software Systems Limited,,1076603.582,Surat,210030,Gujarat,India,5545,"2,00,000PA to 3,00,000PA"
Corporate,Thankamma,,Paul,Male,02-May-79,26,Single,217995.0422,Direct Mailer,Web,Active,Mature,Employed,5,Kabsons Industries Limited,,1236471.563,Ahmedabad,215001,Gujarat,India,5546,"2,00,000PA to 3,00,000PA"
NRI,Gita,Shailesh,Kantawala,Male,18-Apr-67,38,Single,342499.5971,Direct Mailer,Web,Inactive,Acquired,Employed,6,I,,1110387.469,Baroda,213050,Gujarat,India,5547,"3,00,000PA to 4,00,000PA"
Corporate,Nandini,Suresh,Rawal,Male,05-Nov-79,26,Married,465846.9964,Direct Mailer,Web,Active,Mature,Unemployed,6,Rama Paper Mills Limited,,1252728.506,Baroda,213013,Gujarat,India,5548,"4,00,000PA to 5,00,000PA"
Individual,Gayatri,,Sivaramakrishnan,Male,25-Jun-69,36,Single,434168.4405,Direct Mailer,Web,Active,Mature,Employed,2,"Karur Vysya Bank Limited, The",,1361205.925,Ahmedabad,215008,Gujarat,India,5549,"4,00,000PA to 5,00,000PA"
NRI,Harshita,Suresh,Patel,Female,21-Aug-73,32,Single,330509.9323,Fax,Direct Mailer,Inactive,Acquired,Employed,9,Prerna Finsafe Limited,,1316839.05,Pune,200097,Maharashtra,India,5550,"3,00,000PA to 4,00,000PA"
Individual,Feroze,Pestonji,Dastur,Male,01-Apr-76,29,Single,101440.5169,Direct Mailer,Web,Dormant,Prospect,Employed,7,·BPL,,1363555.519,Pune,200009,Maharashtra,India,5551,"1,00,000PA to 2,00,000PA"
Corporate,V,,Mohandas,Male,01-Jan-80,25,Married,494253.6369,Direct Mailer,Web,Active,Attrition,Unemployed,1,Fidelity Finance Limited,,1307214.25,Mumbai,400007,Maharashtra,India,5552,"4,00,000PA to 5,00,000PA"
NRI,J,G,Dingal,Male,21-Aug-72,33,Single,348660.1879,Direct Mailer,Web,Inactive,Acquired,Self Employed,6,GIC Suraksha 96 Cumulative,Public,1178182.91,Mysore,130010,Karnataka,India,5553,"3,00,000PA to 4,00,000PA"
Corporate,Khorshed,Russi,Aderbad,Male,06-Oct-66,39,Single,353276.839,Direct Mailer,Web,Active,Mature,Employed,4,·B and A Multiwall Packaging,,1462388.085,Ahmedabad,215001,Gujarat,India,5554,"3,00,000PA to 4,00,000PA"
Individual,Zenobia,Dara,Balsara,Female,10-Nov-80,25,Single,281650.6459,Direct Mailer,Web,Active,Mature,Employed,8,Modern Terry Towels Limited,,1448869.283,Bangalore,110007,Karnataka,India,5555,"2,00,000PA to 3,00,000PA"
NRI,Sanjay,Chandrakant,Kotha,Male,10-Oct-70,35,Married,340833.0099,SMS,Telephone,Inactive,Acquired,Unemployed,3,·Central Bank,,1457794.73,Bangalore,110001,Karnataka,India,5556,"3,00,000PA to 4,00,000PA"
Individual,Vasant,Jivanlal,Mehta,Male,22-Apr-66,39,Single,399285.9713,Direct Mailer,Web,Active,Mature,Employed,9,Malvika Steel Limited (Subsidiary of Usha India),,1272400.772,Ahmedabad,215008,Gujarat,India,5557,"3,00,000PA to 4,00,000PA"
Corporate,Daisy,Rusi,Kapadia,Male,21-Jul-79,26,Single,387621.0322,Direct Mailer,Web,Dormant,Prospect,Employed,3,India Gypsum Limited,,1174988.48,Pune,200098,Maharashtra,India,5558,"3,00,000PA to 4,00,000PA"
NRI,Tarulata,Ramanlal,Parikh,Male,19-Jul-65,40,Single,413534.5013,Direct Mailer,Web,Inactive,Acquired,Employed,7,Standard Medical & Pharmaceuticals Limited,,1102266.885,Mumbai,400052,Maharashtra,India,5559,"4,00,000PA to 5,00,000PA"
Corporate,Chandan,,,Female,27-May-65,40,Married,442875.7356,Direct Mailer,Web,Active,Attrition,Unemployed,3,I,,1403385.748,Mysore,110009,Karnataka,India,5560,"4,00,000PA to 5,00,000PA"
Individual,Samir,Chandra,Koyal,Male,11-May-73,32,Single,422072.1176,Direct Mailer,Web,Active,Mature,Employed,8,Silveroak Commercial Limited,,1149968.22,Ahmedabad,215008,Gujarat,India,5561,"4,00,000PA to 5,00,000PA"
NRI,Sunil,Dilip,Sampat,Male,22-Mar-73,32,Single,155350.958,SMS,Telephone,Inactive,Acquired,Self Employed,3,Chhattisgarh Industries Limited,Private,1092788.259,Mumbai,400001,Maharashtra,India,5562,"1,00,000PA to 2,00,000PA"
Individual,Archana,,Agarwal,Male,29-Sep-65,40,Single,433525.202,Direct Mailer,Web,Active,Mature,Employed,5,Interlink Petroleum Limited,,1179224.569,Ahmedabad,215008,Gujarat,India,5563,"4,00,000PA to 5,00,000PA"
Corporate,Khozema,Haider,Mamajiwal,Male,21-Aug-67,38,Married,194461.629,Direct Mailer,Web,Active,Mature,Unemployed,7,·Cethar Industries,,1044938.699,Pune,200009,Maharashtra,India,5564,"1,00,000PA to 2,00,000PA"
NRI,Milind,Vithal,Sant,Female,14-Oct-77,28,Single,274608.1446,Direct Mailer,Web,Dormant,Prospect,Employed,1,Shantivijay Jewels Limited,,1330056.418,Pune,200097,Maharashtra,India,5565,"2,00,000PA to 3,00,000PA"
Corporate,Hiren,Gambhir,Doshi,Male,30-Jan-66,39,Single,387982.9509,Direct Mailer,Web,Active,Mature,Employed,9,Oasis Media Matrix Limited,,1083509.181,Bangalore,110007,Karnataka,India,5566,"3,00,000PA to 4,00,000PA"
Individual,Jaswant,Manilal,Limbachi,Male,16-Aug-74,31,Single,386261.2228,Direct Mailer,Web,Active,Mature,Employed,4,Nahar Spinning Mills Limited,,1199743.363,Ahmedabad,215008,Gujarat,India,5567,"3,00,000PA to 4,00,000PA"
NRI,Anil,Rajaram,Shirvadkar,Male,19-Sep-66,39,Married,161957.2867,SMS,Telephone,Inactive,Attrition,Unemployed,5,Indocount Finance Limited,,1371433.93,Mumbai,400007,Maharashtra,India,5568,"1,00,000PA to 2,00,000PA"
Individual,Sandesh,Anant,Singbal,Male,15-Jan-70,35,Single,430234.7675,Direct Mailer,Web,Active,Mature,Employed,4,Associated Business Credits Limited,,1215905.639,Ahmedabad,215008,Gujarat,India,5569,"4,00,000PA to 5,00,000PA"
Corporate,S,S,Singh,Female,12-May-65,40,Single,117878.0723,Direct Mailer,Web,Active,Mature,Employed,8,·Cosy Mercantile Ltd,,1122178.699,Mysore,110009,Karnataka,India,5570,"1,00,000PA to 2,00,000PA"
NRI,Dilip,Krishnarao,Lalsare,Male,17-Dec-69,36,Single,428119.6775,Direct Mailer,Web,Inactive,Acquired,Self Employed,7,·Combat Drugs,Public,1466492.109,Mysore,130010,Karnataka,India,5571,"4,00,000PA to 5,00,000PA"
Corporate,Shamal,Deepak,Golatkar,Male,22-Dec-69,36,Married,108282.749,Direct Mailer,Web,Dormant,Prospect,Unemployed,4,Eldeco Housing & Industries Limited,,1066836.424,Pune,200098,Maharashtra,India,5572,"1,00,000PA to 2,00,000PA"
Individual,Bhau,Tukaram,Date,Male,17-Nov-66,39,Single,306879.9813,Direct Mailer,Web,Active,Mature,Employed,1,·Crest Animation Studios,,1044615.711,Ahmedabad,215008,Gujarat,India,5573,"3,00,000PA to 4,00,000PA"
NRI,Sakharam,Ravaji,Vatari,Male,11-Oct-70,35,Single,451319.0267,SMS,Telephone,Inactive,Acquired,Employed,8,T T Limited,,1105221.583,Surat,210012,Gujarat,India,5574,"4,00,000PA to 5,00,000PA"
Individual,Maninee,Prabhakar,Bedeka,Female,17-Apr-80,25,Single,220464.0689,Direct Mailer,Web,Active,Mature,Employed,7,Safari Industries (India) Limited,,1324370.041,Surat,210030,Gujarat,India,5575,"2,00,000PA to 3,00,000PA"
Corporate,Chandresh,Chandulal,Shah,Male,10-Aug-71,34,Married,244419.8078,Direct Mailer,Web,Active,Attrition,Unemployed,5,Stovec Industries Limited,,1403356.607,Mumbai,400052,Maharashtra,India,5576,"2,00,000PA to 3,00,000PA"
NRI,Tribhuvan,Chandrabhan,Si,Male,08-Dec-69,36,Single,221475.5247,Direct Mailer,Web,Inactive,Acquired,Employed,7,Deccan Gold Mines Limited,,1378241.507,Pune,200009,Maharashtra,India,5577,"2,00,000PA to 3,00,000PA"
Corporate,Savita,Ekananda,Shetty,Male,14-Oct-74,31,Single,230899.2739,Direct Mailer,Web,Active,Mature,Employed,9,Hindustan Breweries & Bottling Limited,,1258139.251,Ahmedabad,215001,Gujarat,India,5578,"2,00,000PA to 3,00,000PA"
Individual,Veenoma,Cruz,Mazarello,Male,12-Jun-78,27,Single,375392.8313,Direct Mailer,Web,Dormant,Prospect,Employed,5,Chhattisgarh Industries Limited,,1190679.734,Mangalore,130009,Karnataka,India,5579,"3,00,000PA to 4,00,000PA"
NRI,Dinkar,B,Dongre,Female,31-Jan-69,36,Married,128826.4968,Email,SMS,Inactive,Acquired,Self Employed,8,India Sugars & Refineries Limited,Private,1364666.815,Mumbai,400001,Maharashtra,India,5580,"1,00,000PA to 2,00,000PA"
Individual,Vishnu,S,Dingwaney,Male,26-Jul-65,40,Single,230155.7314,Direct Mailer,Web,Active,Mature,Employed,1,R T C L Limited,,1221662.792,Ahmedabad,215008,Gujarat,India,5581,"2,00,000PA to 3,00,000PA"
Corporate,Morgine,,Dsilva,Male,03-Jan-67,38,Single,279849.7695,Direct Mailer,Web,Active,Mature,Employed,4,Samtex Fashions Limited,,1021346.263,Ahmedabad,215001,Gujarat,India,5582,"2,00,000PA to 3,00,000PA"
NRI,Pooja,Darshan,Bhasin,Male,06-May-74,31,Single,428536.4158,Direct Mailer,Web,Inactive,Acquired,Employed,9,Goetze (India) Limited,,1371304.881,Baroda,213050,Gujarat,India,5583,"4,00,000PA to 5,00,000PA"
Corporate,Nilima,Suresh,Eriyat,Male,04-Jan-66,39,Married,288564.2323,Direct Mailer,Web,Active,Attrition,Unemployed,1,Kothari Sugars & Chemicals,,1150296.514,Mumbai,400007,Maharashtra,India,5584,"2,00,000PA to 3,00,000PA"
Individual,Poonam,Anil,Punjabi,Female,04-Jun-68,37,Single,337958.3304,Direct Mailer,Web,Active,Mature,Employed,7,India Sugars & Refineries Limited,,1400600.454,Surat,210030,Gujarat,India,5585,"3,00,000PA to 4,00,000PA"
NRI,Vira,Dwarko,Motwani,Male,29-Oct-76,29,Single,336021.4616,SMS,Telephone,Dormant,Prospect,Employed,7,Era Financial Services (India) Limited,,1030785.752,Pune,200098,Maharashtra,India,5586,"3,00,000PA to 4,00,000PA"
Individual,Ramsingh,Dhansingh,Ghant,Male,26-Jul-71,34,Single,132878.9452,Direct Mailer,Web,Active,Mature,Employed,8,Krishna Synthetics Limited,,1085206.745,Ahmedabad,215008,Gujarat,India,5587,"1,00,000PA to 2,00,000PA"
Corporate,Effat,N,Hassan,Male,13-Jun-80,25,Married,149531.9961,Direct Mailer,Web,Active,Mature,Unemployed,2,Gujarat Carbon and Industries Limited,,1102930.191,Bangalore,110007,Karnataka,India,5588,"1,00,000PA to 2,00,000PA"
NRI,Umesh,Shivaputra,Wale,Male,04-Oct-72,33,Single,129729.7934,Direct Mailer,Web,Inactive,Acquired,Self Employed,8,Heruk Agro Foods Limited,Public,1136195.853,Mysore,130010,Karnataka,India,5589,"1,00,000PA to 2,00,000PA"
Corporate,Kershasp,Nasserwanji,Kas,Female,19-Sep-78,27,Single,160542.6243,Direct Mailer,Web,Active,Mature,Employed,8,Soma Papers & Industries Limited,,1075597.427,Pune,200009,Maharashtra,India,5590,"1,00,000PA to 2,00,000PA"
Individual,Deepak,,Jain,Male,18-Sep-75,30,Single,327782.7918,Direct Mailer,Web,Active,Mature,Employed,8,Kemicare Products Limited,,1242470.333,Ahmedabad,215008,Gujarat,India,5591,"3,00,000PA to 4,00,000PA"
NRI,Sudhir,Pannalal,Agarwal,Male,03-Sep-68,37,Married,334888.2656,SMS,Telephone,Inactive,Attrition,Unemployed,5,Amzel Automotive Limited,,1095927.141,Bangalore,110001,Karnataka,India,5592,"3,00,000PA to 4,00,000PA"
Individual,Ramesh,Amritlal,Kadali,Male,17-Oct-68,37,Single,419965.5313,Direct Mailer,Web,Dormant,Prospect,Employed,8,F G P Limited,,1411037.306,Mumbai,400052,Maharashtra,India,5593,"4,00,000PA to 5,00,000PA"
Corporate,Damodara,Kamath,H,Male,22-Apr-70,35,Single,258220.6975,Direct Mailer,Web,Active,Mature,Employed,6,N C L Industries Limited,,1499614.871,Ahmedabad,215001,Gujarat,India,5594,"2,00,000PA to 3,00,000PA"
NRI,Jayshree,Bharat,Barot,Female,07-Apr-76,29,Single,484375.2403,Direct Mailer,Web,Inactive,Acquired,Employed,8,Remi Process Plant & Machinery Limited,,1175956.698,Pune,200097,Maharashtra,India,5595,"4,00,000PA to 5,00,000PA"
Corporate,Anna,Dolorosa,Rosario,Male,30-Jan-65,40,Married,369045.988,Direct Mailer,Web,Active,Mature,Unemployed,9,Seagull Leafin Limited,,1134249.383,Baroda,213013,Gujarat,India,5596,"3,00,000PA to 4,00,000PA"
Individual,Bhavana,Bharat,Patadia,Male,07-Aug-79,26,Single,422494.6398,Direct Mailer,Web,Active,Mature,Employed,9,Aakar Engineering & Manufacturing Company Limited,,1240887.156,Ahmedabad,215008,Gujarat,India,5597,"4,00,000PA to 5,00,000PA"
NRI,Shankuntala,Girdhardas,N,Male,03-Jan-77,28,Single,118719.6873,SMS,Telephone,Inactive,Acquired,Self Employed,6,Medicamen Biotech Limited,Private,1257980.174,Mumbai,400001,Maharashtra,India,5598,"1,00,000PA to 2,00,000PA"
Individual,Komal,Dharmesh,Vasa,Male,23-Jul-66,39,Single,142522.9104,Direct Mailer,Web,Active,Mature,Employed,8,Nihar Info Global Limited,,1386843.374,Bangalore,110007,Karnataka,India,5599,"1,00,000PA to 2,00,000PA"
Corporate,Subhankar,,Banerjee,Female,17-Mar-67,38,Married,216905.1385,Direct Mailer,Web,Dormant,Attrition,Unemployed,2,·Crown Television,,1265424.967,Mumbai,400007,Maharashtra,India,5600,"2,00,000PA to 3,00,000PA"
NRI,Deepti,Vijay,Bapat,Male,17-Jan-73,32,Single,125717.5135,Direct Mailer,Web,Inactive,Acquired,Employed,6,D J S Stock & Shares Limited,,1495058.288,Baroda,213050,Gujarat,India,5601,"1,00,000PA to 2,00,000PA"
Corporate,Shravansingh,M,Chauhan,Male,10-Jul-78,27,Single,134394.2955,Direct Mailer,Web,Active,Mature,Employed,3,O C L India Limited,,1268651.944,Ahmedabad,215001,Gujarat,India,5602,"1,00,000PA to 2,00,000PA"
Individual,Shailesh,Chandulal,Shah,Male,12-Jun-70,35,Single,294621.2917,Direct Mailer,Web,Active,Mature,Employed,1,Polylink Polymers (India) Limited,,1345756.845,Pune,200009,Maharashtra,India,5603,"2,00,000PA to 3,00,000PA"
NRI,Sushil,Mahendra,Chaudhar,Male,18-Jul-77,28,Married,327314.4917,SMS,Telephone,Inactive,Acquired,Unemployed,4,Raunaq Automotive Components Limited,,1416693.068,Bangalore,110001,Karnataka,India,5604,"3,00,000PA to 4,00,000PA"
Individual,Dinyar,Dhanjishaw,Siganp,Female,09-Nov-80,25,Single,419175.5237,Direct Mailer,Web,Active,Mature,Employed,1,·Rayban Sun Optics,,1379086.943,Surat,210030,Gujarat,India,5605,"4,00,000PA to 5,00,000PA"
Corporate,Dhananjay,Bhanudas,Yewal,Male,03-May-68,37,Single,405580.5657,Direct Mailer,Web,Active,Mature,Employed,1,O R G Informatics Limited,,1112806.832,Ahmedabad,215001,Gujarat,India,5606,"4,00,000PA to 5,00,000PA"
NRI,Mukesh,Sevantilal,Shah,Male,20-Aug-69,36,Single,227753.6011,Direct Mailer,Web,Dormant,Prospect,Self Employed,5,·Cebon India,Public,1192537.615,Mysore,130010,Karnataka,India,5607,"2,00,000PA to 3,00,000PA"
Corporate,Jennifer,Gracy,Dsouza,Male,19-Dec-79,26,Married,278755.1141,Direct Mailer,Web,Active,Attrition,Unemployed,1,Rama Paper Mills Limited,,1142560.016,Mangalore,130040,Karnataka,India,5608,"2,00,000PA to 3,00,000PA"
Individual,Cheryl,Menino,Fernandes,Male,03-Oct-74,31,Single,453691.8677,Direct Mailer,Web,Active,Mature,Employed,5,Shriram Asset Management Company Limited,,1485526.578,Ahmedabad,215008,Gujarat,India,5609,"4,00,000PA to 5,00,000PA"
NRI,Veena,S,Patil,Female,18-Nov-71,34,Single,371857.0275,Fax,Direct Mailer,Inactive,Acquired,Employed,4,E L B Schiff (India) Limited,,1076223.078,Mumbai,400052,Maharashtra,India,5610,"3,00,000PA to 4,00,000PA"
Individual,Ashwin,Khandu,Khandare,Male,05-Jul-73,32,Single,391191.8459,Direct Mailer,Web,Active,Mature,Employed,2,·Belwal Spinning Mills Ltd,,1386827.758,Ahmedabad,215008,Gujarat,India,5611,"3,00,000PA to 4,00,000PA"
Corporate,Rachna,,Shah,Male,14-Feb-69,36,Married,229048.5992,Direct Mailer,Web,Active,Mature,Unemployed,5,Punsumi India Limited,,1283777.524,Baroda,213013,Gujarat,India,5612,"2,00,000PA to 3,00,000PA"
NRI,Rashmi,Prabodh,Juneja,Male,04-Dec-71,34,Single,417909.4087,Direct Mailer,Web,Inactive,Acquired,Employed,9,Gujarat Carbon and Industries Limited,,1219033.629,Baroda,213050,Gujarat,India,5613,"4,00,000PA to 5,00,000PA"
Corporate,Anshu,,Jalan,Male,22-Dec-70,35,Single,354782.0551,Direct Mailer,Web,Dormant,Prospect,Employed,3,·Central Bank,,1452099.02,Pune,200098,Maharashtra,India,5614,"3,00,000PA to 4,00,000PA"
Individual,Aniruddha,,Tewari,Female,23-Aug-73,32,Single,249340.3897,Direct Mailer,Web,Active,Mature,Employed,4,Hipolin Limited,,1029376.166,Surat,210030,Gujarat,India,5615,"2,00,000PA to 3,00,000PA"
NRI,Chandrakant,Jamnadas,Sha,Male,29-Dec-66,39,Married,303681.2498,SMS,Telephone,Inactive,Attrition,Self Employed,5,Gujarat Hotels Limited,Private,1060243.062,Mumbai,400001,Maharashtra,India,5616,"3,00,000PA to 4,00,000PA"
Individual,Avadhut,Harishchandra,Pa,Male,29-Jun-66,39,Single,401580.587,Direct Mailer,Web,Active,Mature,Employed,8,O C L India Limited,,1424258.401,Ahmedabad,215008,Gujarat,India,5617,"4,00,000PA to 5,00,000PA"
Corporate,Pravina,A,Bhuta,Male,23-Jan-78,27,Single,320819.7481,Direct Mailer,Web,Active,Mature,Employed,8,HEM Holdings & Trading Limited,,1148204.349,Ahmedabad,215001,Gujarat,India,5618,"3,00,000PA to 4,00,000PA"
